Артикул,Название,Ссылка на товар,Цена в гривнах
18806-01,Комплекс вітамінів групи Б від стресу Торн Ресерч / Thorne Research Stress B-Complex (60 caps),https://prom.ua/ua/p1323100791-kompleks-vitaminov-gruppy.html,407.60

18816-01,Вітамін Ц + Хелат цинка EXTRIFIT Vita C 1000 mg + Zinc Chelate (100 tabs + 100 caps),https://prom.ua/ua/p1323401769-vitamin-helat-tsinka.html,384.07

18823-01,Кора мурашиного дерева Нау Фудс / Now Foods Pau d'arco (250 veg caps),https://prom.ua/ua/p1325715942-kora-muravinogo-dereva.html,366.44

18832-01,E-400 (250 softgels),https://prom.ua/ua/p1325715946-vitamin-now-foods.html,770.48

18822-01,Cranberry Caps (100 veg caps),https://prom.ua/ua/p1325716023-ekstrakt-klyukvy-now.html,334

18826-01,Calcium Magnesium Plus Boron (250 tabs),https://prom.ua/ua/p1325716025-kaltsij-magnij-boron.html,524.94

18845-01,Colon Cleanse (120 veg caps),https://prom.ua/ua/p1330805218-ochischenie-tolstoj-kishki.html,274.10

18844-01,Залізо + Вітамін Ц Rainbow Light Complete Iron (60 mini-tab),https://prom.ua/ua/p1330805717-zhelezo-vitamin-rainbow.html,405.89

18869-01,Prenatal One (90 tab),https://prom.ua/ua/p1332172962-prenatal-dlya-beremennyh.html,861.64

18868-01,Menopause One (90 tab),https://prom.ua/ua/p1332173060-multivitaminy-dlya-zhenschin.html,905.99

18879-01,Gold-Vit D3 + K2 (30 caps),https://prom.ua/ua/p1332753015-vitamin-olimp-gold.html,186.66

18878-01,"Gold-Vit C 2000 shot (10 * 25 ml, lemon)",https://prom.ua/ua/p1332753016-vitamin-olimp-gold.html,406.19

18896-01,"Folate 1000 mcg (Metafolin 1,000 mcg) (60 tab)",https://prom.ua/ua/p1337851783-folat-vide-metilfolata.html,417.55

18901-01,MK-7 Vitamin K-2 100 mcg (60 veg caps),https://prom.ua/ua/p1337852065-vitamin-kak-menahinon.html,303.75

18900-01,Вітаміни для вагітних і годуючих Rainbow Light Prenatal Multivitamin (120 veg caps),https://prom.ua/ua/p1337852066-multivitaminy-dlya-beremennyh.html,738.64

18903-01,"Комплекс мікроелементів Островит / OstroVit MgZB Ultra магній, цинк і вітамін В6 (120 tab)",https://prom.ua/ua/p1339037843-kompleks-mikroelementov-ostrovit.html,143.26

18917-01,Вітамін Ц з шипшиною Puritan's Pride Vitamin C-500 mg with Rose Hips & E-180 mg (100 softgels),https://prom.ua/ua/p1343668478-vitamin-shipovnikom-puritans.html,434.78

18916-01,Комплекс Вітаміну Ц Пуританс Прайд / Puritan's Pride Super C-500 Complex (100 caplets),https://prom.ua/ua/p1343668479-kompleks-vitamina-puritans.html,258.06

18914-01,Вітамін Ц Пуританс Прайд / Puritan's Pride C-1000 mg with bioflavonoids and wild rose hips (250 caplets),https://prom.ua/ua/p1343669715-vitamin-puritans-prajd.html,591.08

18948-01,Екстракт оливкового листя Солгар / Solgar Olive Leaf Extract (60 veg caps),https://prom.ua/ua/p1344454725-ekstrakt-olivkovyh-listev.html,364.94

18934-01,"Солар D Вітамін D3 + Омега-3 Carlson Labs Solar D Gems 2,000 IU (50 mcg) Vitamin D3 + Omega-3s 120 soft gels",https://prom.ua/ua/p1344454963-solar-vitamin-omega.html,280.45

18950-01,Rhodiola root extract (60 veg caps),https://prom.ua/ua/p1344455304-ekstrakt-kornya-rodioly.html,478.01

18929-01,Pau d'arco (100 veg caps),https://prom.ua/ua/p1344455306-kora-muravinogo-dereva.html,189.69

18939-01,"Солар D Вітамін D3 + Омега-3 Carlson Labs Solar D Gems 2,000 IU (50 mcg) Vitamin D3 + Omega-3s 360 soft gels",https://prom.ua/ua/p1344455312-solar-vitamin-omega.html,599.04

18930,Комплекс вітамінів групи Б Пуританс Прайд / Puritan's Pride Mega B-100 (100 caps),https://prom.ua/ua/p1346593419-kompleks-vitaminov-gruppy.html,402.90

18968-01,Chlorella (90 tab),https://prom.ua/ua/p1349664967-hlorella-ostrovit-ostrovit.html,124.13

19021-01,Залізо (бисглицинат) Торн Ресерч / Thorne Research Iron Bisqlycinate (60 caps),https://prom.ua/ua/p1352466831-zhelezo-bisglitsinat-torn.html,315.04

19005-01,Екстракт оливкового листя (Olea europaea) Нау Фудс / Now Foods Olive Leaf Extract 500 mg (120 veg caps),https://prom.ua/ua/p1352466834-ekstrakt-olivkovyh-listev.html,409.78

19023-01,Масло чорної смородини Нау Фудс / Now Foods Black Currant Oil 1000 mg double strength (100 softgels),https://prom.ua/ua/p1352466848-maslo-chernoj-smorodiny.html,566.06

19011-01,Вітамін Ц + Кальцій Натрол / Natrol Easy-C 500 mg immune health (60 tabs),https://prom.ua/ua/p1352467495-vitamin-kaltsij-natrol.html,115.98

18982-01,Вітамін Ц + Кальцій Натрол / Natrol Easy-C 500 mg immune health (120 tabs),https://prom.ua/ua/p1352467502-vitamin-kaltsij-natrol.html,189.08

19026-01,Комплекс Вітамін Ц + Вітамін Д-3 + Цинк MST Vitamin C 1000 mg Vitamin D3 Zinc (100 pills),https://prom.ua/ua/p1354545689-kompleks-vitamin-vitamin.html,364.65

19031-01,Хелат залізо + вітамін C МСТ / MST Iron Chelate + Vitamin C (100 caps),https://prom.ua/ua/p1354550520-zhelezo-helat-vitamin.html,299.21

19045-01,Олія примули вечірньої Нау Фудс / Now Foods Super Primrose 1300 mg of Evening Primrose Oil (120 sgels),https://prom.ua/ua/p1361324351-maslo-primuly-vechernej.html,419.04

19048-01,Plant Enzymes (240 veg caps),https://prom.ua/ua/p1361326338-rastitelnye-fermenty-dlya.html,572.60

19052-01,Echinacea/cat's Claw Complex (60 veg caps),https://prom.ua/ua/p1362285285-kompleks-ehinatsei-koshachego.html,593.07

19082-01,"""Green"" Black Walnut Wormwood Complex (59 mL)",https://prom.ua/ua/p1362288424-kompleks-zelenyj-chernyj.html,327.65

19053-01,Вітаміни і мінерали комплекс Солгар / Solgar Formula V VM - 75 (30 tab),https://prom.ua/ua/p1362289163-multivitaminy-mineraly-kompleks.html,278.63

19058-01,Розторопша плямиста (насіння) Солгар / Solgar Milk Thistle (250 veg caps),https://prom.ua/ua/p1362289168-rastoropsha-pyatnistaya-semena.html,905.14

19059-01,Екстракт трави розторопші Солгар / Solgar Milk Thistle Herb Extract (150 veg caps),https://prom.ua/ua/p1362289169-ekstrakt-travy-rastoropshi.html,849.85

19075-01,Комплекс для зміцнення імунітету Натрол / Natrol Immune Boost (30 caps),https://prom.ua/ua/p1362289316-kompleks-dlya-ukrepleniya.html,377.20

19083-01,"Dry Beta-Carotene 3,000 mcg (250 tab)",https://prom.ua/ua/p1362289324-beta-karotin-suhoj.html,739.49

19087-01,"Комплекс вітамінів і мінералів Carlson Labs ACES Vitamins A,C,E + Selenium & Zinc (120 sgels)",https://prom.ua/ua/p1362546385-kompleks-vitaminov-mineralov.html,818.81

19092-01,Borage Oil 1000 mg (120 softgels),https://prom.ua/ua/p1362588361-maslo-ogurechnika-borago.html,639.70

19089-01,Вітамін Е (як d-альфа-токоферилацетат) Carlson Labs E-Gems 400 IU (268 mg) (60 soft gels),https://prom.ua/ua/p1362591546-vitamin-kak-alfa.html,311.91

19096-01,Коензим Q-10 Свансон / Swanson CoQ10 200 mg (30 caps),https://prom.ua/ua/p1362591553-koenzim-svanson-swanson.html,221.76

19100-01,Селен (L-селенометіонін) Свансон / Swanson Selenium 100 mcg (200 caps),https://prom.ua/ua/p1362591557-selen-selenometionin-svanson.html,152.03

19103-01,Вітамін Е (як D-альфа токоферол) Healthy Origins Vitamin E-1000 (120 softgels),https://prom.ua/ua/p1362591559-vitamin-kak-alfa.html,579.42

19114-01,Пантетин (Прекурсор коензиму А) Нау Фудс / Now Foods Pantethine 300 mg (60 softgels),https://prom.ua/ua/p1363045019-pantetin-prekursor-koenzima.html,504.21

19132-01,Вітаміни для чоловіків Rainbow Light Certified men's Multivitamin (120 veg caps),https://prom.ua/ua/p1363525483-vitaminy-dlya-muzhchin.html,796.64

19121-01,Вітамін D3 Doctor's s BEST Vegan D3 2500 IU with plant sourced vitamin D3 Доктор Бест (60 veg caps),https://prom.ua/ua/p1363532677-vitamin-doctors-best.html,441.77

19130-01,Цитрат кальцію Rainbow Light Calcium Citrate Mini-Tablets (120 mini-tablets),https://prom.ua/ua/p1363532684-tsitrat-kaltsiya-rainbow.html,435.36

19145-01,Гінкго білоба (екстракт листя 50:1) Jarrow Formulas Ginkgo Biloba (120 veg caps),https://prom.ua/ua/p1367511929-ginkgo-biloba-ekstrakt.html,541.07

19153-01,Олія примули вечірньої Нау Фудс / Now Foods Evening Primrose Oil 500 mg (250 softgels),https://prom.ua/ua/p1368158841-maslo-primuly-vechernej.html,479.44

19164-01,Спіруліна Nosorig Nutrition Spirulina (180 tab),https://prom.ua/ua/p1369679443-spirulina-nosorog-nutrition.html,182.69

19163-01,Спіруліна Nosorig Nutrition Spirulina (90 tab),https://prom.ua/ua/p1369679445-spirulina-nosorog-nutrition.html,108.08

19174-01,Кремній Олімп / Olimp Innovum Silica Max (30 caps),https://prom.ua/ua/p1370440821-kremnij-olimp-olimp.html,185.15

19187-01,Комплекс для підтримання нормальної мікрофлори кишечнику Солгар / Solgar Comfort Zone Digestive Complex (90 veg caps),https://prom.ua/ua/p1372106136-kompleks-dlya-podderzhaniya.html,458.69

19218-01,Вітамін B-12 рідкий Пуританс Прайд / Puritan's Pride B-Complex sublingual luquid with b-12 1200 mcg (59 ml),https://prom.ua/ua/p1381043794-vitamin-zhidkij-puritans.html,209.96

19215-01,Лютеїн для зору Пуританс Прайд / Puritan's Pride Lutigold Extra (60 softgels),https://prom.ua/ua/p1381046437-lyutein-dlya-zreniya.html,397.52

19236-01,Готу Кола (центелла азіатська) Нау Фудс / Now Foods Gotu Kola 450 mg (100 veg caps),https://prom.ua/ua/p1381046441-gotu-kola-tsentella.html,212.68

19237-01,Кальцій магній Д3 Puritan's Pride Absorbable Calcium 600mg Plus Magnesium 300mg & Vitamin D3 25mcg (60 caps),https://prom.ua/ua/p1381649434-kaltsij-magnij-puritans.html,191.20

19260-01,Vitamin C (30 tabs),https://prom.ua/ua/p1386589760-vitamin-ostrovit-ostrovit.html,65.83

19289-01,Мелатоніну (гормону сну) для поліпшення сну GNC Melatonin 5 mg (60 veg tab),https://prom.ua/ua/p1388991044-melatonin-gormon-sna.html,189.69

19303-01,Залізо (Ferrochel) GNC Ironchel 18 (90 veg caps),https://prom.ua/ua/p1388991046-zhelezo-ferrochel-gnc.html,255.64

19301-01,Calcium Complete (90 soft caps),https://prom.ua/ua/p1388991047-kompleks-kaltsij-magnij.html,421.07

19287-01,Chromium Picolinate 200 mcg (90 veg tabs),https://prom.ua/ua/p1388991048-pikolinat-hroma-gnc.html,191.20

19290-01,Мелатоніну (гормону сну) для сну GNC Melatonin 3 mg (120 veg tab),https://prom.ua/ua/p1388991982-melatonin-gormon-sna.html,191.20

19284-01,Мультивітаміни для жінок на кожен день GNC women's One Daily Multivitamin (60 caps),https://prom.ua/ua/p1388991986-multivitaminy-dlya-zhenschin.html,367.34

19286-01,Vitamin D-3 400 iu (100 tab),https://prom.ua/ua/p1388991989-vitamin-kak-holekaltsiferol.html,123.51

19298-01,Щоденна підтримка кальцію для жінок GNC women's Daily Calcium Support,https://prom.ua/ua/p1388992076-ezhednevnaya-podderzhka-kaltsiya.html,389.75

19293-01,"Порошок спіруліни (Spirulina platensis, рослина) GNC Spirulina (90 veg caps)",https://prom.ua/ua/p1388992078-poroshok-spiruliny-spirulina.html,359.86

19315-01,Цинк picolinate Юніверсал / Universal Zinc Picolinate (120 caps),https://prom.ua/ua/p1389646397-tsink-pikolinat-yuniversal.html,193.62

19309-01,Вітамін С (аскорбінова кислота) GNC Vitamin C 1000 with Rose Hips (100 veg tab),https://prom.ua/ua/p1389646398-vitamin-askorbinovaya-kislota.html,340.65

19305-01,Залізо (фумарат заліза) GNC Iron 18 mg (100 veg tab),https://prom.ua/ua/p1389646956-zhelezo-fumarat-zheleza.html,191.20

19311-01,5-HTP (L-5 - гідроксітріптофан) GNC 5-HTP 100 mg (30 caps),https://prom.ua/ua/p1389647592-htp-gidroksitriptofan-gnc.html,271.98

19337-01,Комплекс вітамінів групи Б від стресу Томпсон / Thompson Stress Complex (90 veg caps),https://prom.ua/ua/p1392586001-kompleks-vitaminov-gruppy.html,179.49

19335-01,Мультивітаміни для підлітків Томпсон / Thompson Teenplex Multivitamin (60 tabs),https://prom.ua/ua/p1392587308-multivitaminy-dlya-podrostkov.html,210.03

19338-01,Вітамін B-12 + Фолієва кислота Томпсон / Thompson B-12 Lozenge 1000 mcg plus folic acid (30 lozenges),https://prom.ua/ua/p1392590258-vitamin-folievaya-kislota.html,81.04

19334-01,"Вітамін Ц з біофлавоноїдами (аскорбінова кислота), Томпсон / Thompson C 1000 mg plus bioflavonoids (60 caps)",https://prom.ua/ua/p1392590259-vitamin-bioflavonoidami-askorbinovaya.html,108.49

19330-01,Вітамін К (філохінон) Томпсон / Thompson K 100 mcg (30 caps),https://prom.ua/ua/p1392590261-vitamin-fillohinon-tompson.html,65.22

19317-01,Супер Гла масло рослини огірочника Солгар / Solgar Super Gla 300 mg (60 softgels),https://prom.ua/ua/p1392590264-super-gla-maslo.html,673.25

19325-01,Вітамін Ц жувальний Томпсон / Thompson C 500 mg Chewable (60 chewables),https://prom.ua/ua/p1392590265-vitamin-zhevatelnyj-tompson.html,161.73

19331-01,Біотин (Вітамін Б7) Томпсон / Thompson Biotin 800 mcg (90 tabs),https://prom.ua/ua/p1392590266-biotin-vitamin-tompson.html,104.61

19319-01,Фолієва кислота з Вітаміном B-12 Томпсон / Thompson Folic Acid 800 mcg with B-12 (30 tabs),https://prom.ua/ua/p1392590271-folievaya-kislota-vitaminom.html,65.87

19326-01,Комплекс Вітамінів групи Б Томпсон / Thompson B-50 Complex (60 veg caps),https://prom.ua/ua/p1392590274-kompleks-vitaminov-gruppy.html,157.36

19342-01,Вітамін Ц з шипшиною і вишнею ацероли Томпсон / Thompson C 1000 mg plus rose hips and acerola (30 veg caps),https://prom.ua/ua/p1392590551-vitamin-shipovnikom-vishnej.html,117.20

19340-01,Екстракт кори котячого кігтя Томпсон / Thompson cat's Claw 500 mg (60 caps),https://prom.ua/ua/p1392590552-ekstrakt-kory-koshachego.html,113.97

19373-01,Мідь з амінокислотами Соларай / Solaray Copper 2 mg (100 veg caps),https://prom.ua/ua/p1395510695-med-aminokislotami-solaraj.html,157.32

19366-01,Цинк Вітамін Б-6 Соларай / Solaray Bio Zinc 15 mg (100 veg caps),https://prom.ua/ua/p1395510696-tsink-vitamin-solaraj.html,161.86

19364-01,Цитрат Цинку Соларай / Solaray Zinc Citrate 50 mg (60 veg caps),https://prom.ua/ua/p1395510697-tsitrat-tsinka-solaraj.html,161.86

19356-01,Alfalfa 650 mg (250 tab),https://prom.ua/ua/p1395510699-lyutserna-now-foods.html,219.34

19350-01,Журавлина з вітаміном с натуральні Солгар / Solgar Cranberry with Vitamin C naturally sourced (60 veg caps),https://prom.ua/ua/p1395510709-klyukva-vitaminom-naturalnye.html,334

19351-01,Мультивітамінний комплекс преміум класу Солгар / Solgar Omnium (60 tab),https://prom.ua/ua/p1395510710-multivitaminnyj-kompleks-premium.html,817.68

19394-01,"Магній OLIMP MagMax B6 Олімп з вітамінами В6 і В1, зі смаком апельсина (20 tabs, orange)",https://prom.ua/ua/p1395510712-magnij-olimp-magmax.html,156.11

03866-01,Комплекс вітамінів Нау Фудс / Now Foods Special Two (240 veg caps),https://prom.ua/ua/p1395511326-kompleks-vitaminov-nau.html,840.31

19388-01,Пробіотик ( з 8 штамів бактерій і 30 млрд) Healthy Origins Probiotic 30 Billion CFUs (150 veg caps),https://prom.ua/ua/p1395511334-probiotik-shtammov-bakterij.html,1 197.04

19365-01,Цинк + Мідь Соларай / Solaray Zinc Copper (100 veg caps),https://prom.ua/ua/p1395511336-tsink-med-solaraj.html,193.62

19402-01,Цитрат калію 416 мг Олімп / Olimp Potas 416 mg (60 tab),https://prom.ua/ua/p1396171357-tsitrat-kaliya-416.html,117.55

19415-01,Сухий вітамін Е (як d-альфа токоферилсукцинат) Now Foods Dry E-400 (268 mg) vegetarian (100 veg caps),https://prom.ua/ua/p1396171362-vitamin-suhoj-kak.html,355.38

19409-01,Олія примули вечірньої Нау Фудс / Now Foods Super Primrose 1300 mg of Evening Primrose Oil (60 softgels),https://prom.ua/ua/p1396171835-maslo-primuly-vechernej.html,242.94

19500-01,Калій (цитрат калію) Свансон / Swanson Potasium Citrate 99 mg (120 caps),https://prom.ua/ua/p1403737268-kalij-tsitrat-kaliya.html,142.63

19512-01,Вітамін К2 (менахінон-7) Свансон / Swanson K2 50 mcg (30 sgels),https://prom.ua/ua/p1403738344-vitamin-menahinon-svanson.html,247.17

19532-01,"Вітамін Ц з екстрактом плодів шипшини Свансон / Swanson Vitamin C 1,000 mg with Rose Hips (30 caps)",https://prom.ua/ua/p1403743614-vitamin-ekstraktom-plodov.html,68.96
