Марка;Сслыка;Цена в $;Цена  в UAH;Город
ВАЗ 21061987;https://auto.ria.com/uk/auto_vaz_2106_31126460.html;750;20 093 грн;Тульчин
ВАЗ 21061986;https://auto.ria.com/uk/auto_vaz_2106_31126525.html;750;20 093 грн;Камінь-Каширський
ВАЗ 21702007;https://auto.ria.com/uk/auto_vaz_2170_31126501.html;3 400;91 086 грн;Стрий
ВАЗ 21072005;https://auto.ria.com/uk/auto_vaz_2107_30915082.html;2 200;58 938 грн;Гайворон
ВАЗ 210992006;https://auto.ria.com/uk/auto_vaz_21099_31126480.html;2 750;73 673 грн;Нікополь
ВАЗ 21011982;https://auto.ria.com/uk/auto_vaz_2101_31126475.html;1 000;26 790 грн;Умань
ВАЗ 21072006;https://auto.ria.com/uk/auto_vaz_2107_31126463.html;2 100;56 259 грн;Івано-Франківськ
ВАЗ 2109 210911991;https://auto.ria.com/uk/auto_vaz_2109_31126456.html;760;20 360 грн з ПДВ;Хмельницький
ВАЗ 21142009;https://auto.ria.com/uk/auto_vaz_2114_31126423.html;2 700;72 333 грн;Умань
ВАЗ 21081992;https://auto.ria.com/uk/auto_vaz_2108_31126398.html;1 700;45 543 грн;Дніпро (Дніпропетровськ)
ВАЗ 21021976;https://auto.ria.com/uk/auto_vaz_2102_31125025.html;420;11 252 грн;Моршин
ВАЗ 21091995;https://auto.ria.com/uk/auto_vaz_2109_31126344.html;600;16 074 грн;Луцьк
ВАЗ 21152011;https://auto.ria.com/uk/auto_vaz_2115_31126343.html;3 500;93 765 грн з ПДВ;Київ
ВАЗ 21061991;https://auto.ria.com/uk/auto_vaz_2106_31126305.html;1 000;26 790 грн;Диканька
ВАЗ 21132010;https://auto.ria.com/uk/auto_vaz_2113_27985486.html;3 800;101 802 грн;Мелітополь
ВАЗ 212142007;https://auto.ria.com/uk/auto_vaz_21214_31126287.html;6 000;160 740 грн;Чортків
ВАЗ 21702007;https://auto.ria.com/uk/auto_vaz_2170_31126272.html;2 950;79 031 грн;Володимирець
ВАЗ 21112007;https://auto.ria.com/uk/auto_vaz_2111_31126158.html;3 600;96 444 грн;Кривий Ріг
ВАЗ 21092007;https://auto.ria.com/uk/auto_vaz_2109_30878237.html;2 300;61 617 грн;Івано-Франківськ
ВАЗ 210992008;https://auto.ria.com/uk/auto_vaz_21099_31126153.html;2 600;69 654 грн;Косів
ВАЗ 21152002;https://auto.ria.com/uk/auto_vaz_2115_31125833.html;2 300;61 617 грн;Гоща
ВАЗ 21051981;https://auto.ria.com/uk/auto_vaz_2105_31126104.html;1 344;36 000 грн;Маріуполь
ВАЗ 21099 1.52002;https://auto.ria.com/uk/auto_vaz_21099_31126050.html;1 850;49 562 грн;Старокостянтинів
ВАЗ 21102007;https://auto.ria.com/uk/auto_vaz_2110_31125726.html;2 300;61 617 грн;Дніпро (Дніпропетровськ)
ВАЗ 210991992;https://auto.ria.com/uk/auto_vaz_21099_31126036.html;2 500;66 975 грн;Полтава
ВАЗ 21112005;https://auto.ria.com/uk/auto_vaz_2111_31126028.html;2 600;69 654 грн;Прилуки
ВАЗ 21092011;https://auto.ria.com/uk/auto_vaz_2109_31062275.html;3 100;83 049 грн;Кропивницький (Кіровоград)
ВАЗ 21102007;https://auto.ria.com/uk/auto_vaz_2110_31125954.html;3 650;97 784 грн;Черкаси
ВАЗ 21102001;https://auto.ria.com/uk/auto_vaz_2110_31125994.html;3 100;83 049 грн;Нова Одеса
ВАЗ 11192008;https://auto.ria.com/uk/auto_vaz_1119_31125942.html;3 300;88 407 грн;Дніпро (Дніпропетровськ)
ВАЗ 2105 21051987;https://auto.ria.com/uk/auto_vaz_2105_31125943.html;750;20 093 грн;Галич
ВАЗ 11172010;https://auto.ria.com/uk/auto_vaz_1117_31125969.html;4 200;112 518 грн;Хмельницький
ВАЗ 21011987;https://auto.ria.com/uk/auto_vaz_2101_31125934.html;549;14 708 грн;Івано-Франківськ
ВАЗ 21072003;https://auto.ria.com/uk/auto_vaz_2107_31125944.html;1 900;50 901 грн;Тернопіль
ВАЗ 21712011;https://auto.ria.com/uk/auto_vaz_2171_31125831.html;4 300;115 197 грн;Кам'янець-Подільський
ВАЗ 21091995;https://auto.ria.com/uk/auto_vaz_2109_31125862.html;1 300;34 827 грн;Харків
ВАЗ 21152005;https://auto.ria.com/uk/auto_vaz_2115_30288884.html;1 999;53 553 грн;Тернопіль
ВАЗ 21091997;https://auto.ria.com/uk/auto_vaz_2109_29291447.html;2 100;56 259 грн;Миргород
ВАЗ 21142005;https://auto.ria.com/uk/auto_vaz_2114_31125713.html;2 400;64 296 грн;Ємільчине
ВАЗ 2109 210932002;https://auto.ria.com/uk/auto_vaz_2109_30234836.html;2 500;66 975 грн;Вінниця
ВАЗ 210991998;https://auto.ria.com/uk/auto_vaz_21099_31125790.html;2 100;56 259 грн;Торецьк (Дзержинськ)
ВАЗ 210992006;https://auto.ria.com/uk/auto_vaz_21099_31125700.html;2 600;69 654 грн;Полтава
ВАЗ 21061990;https://auto.ria.com/uk/auto_vaz_2106_31125618.html;1 050;28 130 грн;Полтава
ВАЗ 212132004;https://auto.ria.com/uk/auto_vaz_21213_30882884.html;4 400;117 876 грн;Чемерівці
ВАЗ 21072002;https://auto.ria.com/uk/auto_vaz_2107_31125611.html;750;20 093 грн;Київ
ВАЗ 21061989;https://auto.ria.com/uk/auto_vaz_2106_31125543.html;800;21 432 грн;Новоселиця
ВАЗ 21102006;https://auto.ria.com/uk/auto_vaz_2110_31125607.html;3 350;89 747 грн;Ніжин
ВАЗ 21031976;https://auto.ria.com/uk/auto_vaz_2103_31125582.html;750;20 093 грн;Сторожинець
ВАЗ 21081989;https://auto.ria.com/uk/auto_vaz_2108_31045353.html;800;21 432 грн;Івано-Франківськ
ВАЗ 21102007;https://auto.ria.com/uk/auto_vaz_2110_31124804.html;3 350;89 747 грн;Ніжин
ВАЗ 210991994;https://auto.ria.com/uk/auto_vaz_21099_25644655.html;1 490;39 917 грн;Кривий Ріг
ВАЗ 21132008;https://auto.ria.com/uk/auto_vaz_2113_31125531.html;3 600;96 444 грн;Київ
ВАЗ 2109 Injector2005;https://auto.ria.com/uk/auto_vaz_2109_31125482.html;1 900;50 901 грн;Київ
ВАЗ 21122006;https://auto.ria.com/uk/auto_vaz_2112_31125386.html;1 450;38 846 грн;Київ
ВАЗ 21031976;https://auto.ria.com/uk/auto_vaz_2103_31125334.html;1 200;32 148 грн;Нова Одеса
ВАЗ 21072003;https://auto.ria.com/uk/auto_vaz_2107_30294846.html;1 500;40 185 грн;Бориспіль
ВАЗ 21131986;https://auto.ria.com/uk/auto_vaz_2113_31125285.html;700;18 753 грн;Тернопіль
ВАЗ 21152003;https://auto.ria.com/uk/auto_vaz_2115_31125255.html;2 350;62 957 грн;Лугини
ВАЗ 21081994;https://auto.ria.com/uk/auto_vaz_2108_31125235.html;950;25 451 грн;Вінниця
ВАЗ 21112006;https://auto.ria.com/uk/auto_vaz_2111_30659688.html;2 500;66 975 грн;Полонне
ВАЗ 2101 1.31985;https://auto.ria.com/uk/auto_vaz_2101_31125026.html;597;16 000 грн;Запоріжжя
ВАЗ 21102006;https://auto.ria.com/uk/auto_vaz_2110_31125139.html;3 400;91 086 грн;Кривий Ріг
ВАЗ 2104 VAZ1997;https://auto.ria.com/uk/auto_vaz_2104_31125127.html;1 418;38 000 грн;Черкаси
ВАЗ 210992007;https://auto.ria.com/uk/auto_vaz_21099_31125125.html;2 000;53 580 грн;Кропивницький (Кіровоград)
ВАЗ 21102007;https://auto.ria.com/uk/auto_vaz_2110_30506397.html;2 999;80 343 грн;Вінниця
ВАЗ 11182010;https://auto.ria.com/uk/auto_vaz_1118_30911942.html;3 500;93 765 грн;Тернопіль
ВАЗ 21211986;https://auto.ria.com/uk/auto_vaz_2121_30585765.html;3 600;96 444 грн;Чернігів
ВАЗ 21112006;https://auto.ria.com/uk/auto_vaz_2111_31125014.html;3 500;93 765 грн;Новотроїцьке
ВАЗ 21142006;https://auto.ria.com/uk/auto_vaz_2114_31125034.html;1 900;50 901 грн;Чернівці
ВАЗ 21092006;https://auto.ria.com/uk/auto_vaz_2109_31124959.html;2 450;65 636 грн;Мукачеве
ВАЗ 21152007;https://auto.ria.com/uk/auto_vaz_2115_31124992.html;2 500;66 975 грн;Лубни
ВАЗ 21071987;https://auto.ria.com/uk/auto_vaz_2107_31124950.html;1 550;41 525 грн;Чернівці
ВАЗ 210992004;https://auto.ria.com/uk/auto_vaz_21099_31124965.html;1 800;48 222 грн;Хмельницький
ВАЗ 21071990;https://auto.ria.com/uk/auto_vaz_2107_31124942.html;1 700;45 543 грн;Запоріжжя
ВАЗ 21092006;https://auto.ria.com/uk/auto_vaz_2109_31124911.html;2 100;56 259 грн;Кременець
ВАЗ 21112007;https://auto.ria.com/uk/auto_vaz_2111_31124861.html;3 150;84 389 грн;Біла Церква
ВАЗ 21211995;https://auto.ria.com/uk/auto_vaz_2121_30511698.html;3 456;92 586 грн;Ізюм
ВАЗ 21211989;https://auto.ria.com/uk/auto_vaz_2121_30257173.html;2 700;72 333 грн;Рогатин
ВАЗ 21091990;https://auto.ria.com/uk/auto_vaz_2109_31124764.html;1 450;38 846 грн;Гусятин
ВАЗ 21011974;https://auto.ria.com/uk/auto_vaz_2101_31124803.html;700;18 753 грн;Тернопіль
ВАЗ 21722008;https://auto.ria.com/uk/auto_vaz_2172_30881684.html;3 600;96 444 грн;Кривий Ріг
ВАЗ 21061982;https://auto.ria.com/uk/auto_vaz_2106_31124788.html;1 499;40 158 грн;Одеса
ВАЗ 21061987;https://auto.ria.com/uk/auto_vaz_2106_31124791.html;2 200;58 938 грн;Запоріжжя
ВАЗ 21091997;https://auto.ria.com/uk/auto_vaz_2109_28497899.html;1 900;50 901 грн;Чернівці
ВАЗ 21061986;https://auto.ria.com/uk/auto_vaz_2106_31122093.html;1 350;36 167 грн;Житомир
ВАЗ 21081992;https://auto.ria.com/uk/auto_vaz_2108_31124619.html;1 650;44 204 грн;Косів
ВАЗ 21702008;https://auto.ria.com/uk/auto_vaz_2170_31124560.html;3 700;99 123 грн;Ужгород
ВАЗ 21122005;https://auto.ria.com/uk/auto_vaz_2112_31124561.html;2 300;61 617 грн;Львів
ВАЗ 21051981;https://auto.ria.com/uk/auto_vaz_2105_31124535.html;1 000;26 790 грн;Тростянець
ВАЗ 21211992;https://auto.ria.com/uk/auto_vaz_2121_30018793.html;3 800;101 802 грн;Солоне
ВАЗ 2110 211042005;https://auto.ria.com/uk/auto_vaz_2110_30871357.html;3 200;85 728 грн;Біла Церква
ВАЗ 21011974;https://auto.ria.com/uk/auto_vaz_2101_31124480.html;420;11 252 грн;Кременець
ВАЗ 21061983;https://auto.ria.com/uk/auto_vaz_2106_31124442.html;1 493;40 000 грн;Бердянськ
ВАЗ 210991993;https://auto.ria.com/uk/auto_vaz_21099_30288684.html;1 700;45 543 грн;Житомир
ВАЗ 21112007;https://auto.ria.com/uk/auto_vaz_2111_31124417.html;2 000;53 580 грн;Чернівці
ВАЗ 21072007;https://auto.ria.com/uk/auto_vaz_2107_28555437.html;1 800;48 222 грн;Зміїв
ВАЗ 11182008;https://auto.ria.com/uk/auto_vaz_1118_31124378.html;3 200;85 728 грн;Дніпро (Дніпропетровськ)
ВАЗ 21042001;https://auto.ria.com/uk/auto_vaz_2104_31124350.html;850;22 772 грн;Броди
ВАЗ 210992001;https://auto.ria.com/uk/auto_vaz_21099_22041039.html;1 750;46 883 грн;Новомосковськ
ВАЗ 21102006;https://auto.ria.com/uk/auto_vaz_2110_31124278.html;900;24 111 грн;Кропивницький (Кіровоград)
ВАЗ 21061992;https://auto.ria.com/uk/auto_vaz_2106_31124288.html;850;22 772 грн;Стара Вижівка
ВАЗ 2112 1. 62007;https://auto.ria.com/uk/auto_vaz_2112_28973392.html;3 000;80 370 грн;Вінниця
ВАЗ 21081988;https://auto.ria.com/uk/auto_vaz_2108_30743532.html;1 600;42 864 грн;Берислав
ВАЗ 21051991;https://auto.ria.com/uk/auto_vaz_2105_31124212.html;1 100;29 469 грн;Чернівці
ВАЗ 21072004;https://auto.ria.com/uk/auto_vaz_2107_27657146.html;1 500;40 185 грн;Роздільна
ВАЗ 11182006;https://auto.ria.com/uk/auto_vaz_1118_28515518.html;2 400;64 296 грн;Тернопіль
ВАЗ 210992007;https://auto.ria.com/uk/auto_vaz_21099_31124172.html;3 400;91 086 грн;Черкаси
ВАЗ 21102003;https://auto.ria.com/uk/auto_vaz_2110_31124168.html;2 350;62 957 грн;Тячів
ВАЗ 21051988;https://auto.ria.com/uk/auto_vaz_2105_31124153.html;971;26 000 грн;Харків
ВАЗ 21081990;https://auto.ria.com/uk/auto_vaz_2108_30884862.html;1 400;37 506 грн;Харків
ВАЗ 1118 individual2006;https://auto.ria.com/uk/auto_vaz_1118_29370879.html;2 350;62 957 грн;Конотоп
ВАЗ 210991994;https://auto.ria.com/uk/auto_vaz_21099_31124133.html;999;26 763 грн;Рівне
ВАЗ 21102000;https://auto.ria.com/uk/auto_vaz_2110_30877277.html;1 850;49 562 грн з ПДВ;Запоріжжя
ВАЗ 210991992;https://auto.ria.com/uk/auto_vaz_21099_30761043.html;1 300;34 827 грн;Кривий Ріг
ВАЗ 21061987;https://auto.ria.com/uk/auto_vaz_2106_31124109.html;1 000;26 790 грн;Одеса
ВАЗ 210992006;https://auto.ria.com/uk/auto_vaz_21099_30882987.html;2 550;68 315 грн;Запоріжжя
ВАЗ 210992007;https://auto.ria.com/uk/auto_vaz_21099_30989314.html;2 900;77 691 грн;Лубни
ВАЗ 21072004;https://auto.ria.com/uk/auto_vaz_2107_30776945.html;1 200;32 148 грн;Носівка
ВАЗ 21142007;https://auto.ria.com/uk/auto_vaz_2114_31124014.html;2 650;70 994 грн;Кропивницький (Кіровоград)
ВАЗ 210991997;https://auto.ria.com/uk/auto_vaz_21099_31123999.html;2 200;58 938 грн;Івано-Франківськ
ВАЗ 210992008;https://auto.ria.com/uk/auto_vaz_21099_30885703.html;3 200;85 728 грн;Лисичанськ
ВАЗ 21011982;https://auto.ria.com/uk/auto_vaz_2101_31123878.html;1 700;45 543 грн;Київ
ВАЗ 21072007;https://auto.ria.com/uk/auto_vaz_2107_30526906.html;2 600;69 654 грн;Ніжин
ВАЗ 21011983;https://auto.ria.com/uk/auto_vaz_2101_31123839.html;1 900;50 901 грн;Сєвєродонецьк
ВАЗ 11182007;https://auto.ria.com/uk/auto_vaz_1118_31123820.html;3 600;96 444 грн;Дніпро (Дніпропетровськ)
ВАЗ 21031983;https://auto.ria.com/uk/auto_vaz_2103_31123801.html;1 350;36 167 грн;Львів
ВАЗ 21051984;https://auto.ria.com/uk/auto_vaz_2105_31123799.html;850;22 772 грн;Сокаль
ВАЗ 21061989;https://auto.ria.com/uk/auto_vaz_2106_31123671.html;1 300;34 827 грн;Запоріжжя
ВАЗ 21081987;https://auto.ria.com/uk/auto_vaz_2108_30885028.html;1 100;29 469 грн;Бахмут (Артемівськ)
ВАЗ 21061992;https://auto.ria.com/uk/auto_vaz_2106_31123747.html;1 350;36 167 грн;Ніжин
ВАЗ 21051994;https://auto.ria.com/uk/auto_vaz_2105_31123718.html;1 200;32 148 грн;Черкаси
ВАЗ 21092006;https://auto.ria.com/uk/auto_vaz_2109_30478193.html;3 550;95 105 грн;Ніжин
ВАЗ 21011972;https://auto.ria.com/uk/auto_vaz_2101_26087072.html;2 000;53 580 грн;Тернопіль
ВАЗ 21702007;https://auto.ria.com/uk/auto_vaz_2170_29060453.html;3 700;99 123 грн;Глухів
ВАЗ 21072004;https://auto.ria.com/uk/auto_vaz_2107_31123625.html;1 799;48 195 грн;Івано-Франківськ
ВАЗ 21011981;https://auto.ria.com/uk/auto_vaz_2101_30885019.html;859;23 000 грн;Маріуполь
ВАЗ 2109 21093i2002;https://auto.ria.com/uk/auto_vaz_2109_31123569.html;1 700;45 543 грн;Харків
ВАЗ 2101 ...1983;https://auto.ria.com/uk/auto_vaz_2101_31123552.html;900;24 111 грн;Івано-Франківськ
ВАЗ 21011979;https://auto.ria.com/uk/auto_vaz_2101_30440706.html;2 000;53 580 грн;Білгород-Дністровський
ВАЗ 21211986;https://auto.ria.com/uk/auto_vaz_2121_31123529.html;1 983;53 125 грн;Сторожинець
ВАЗ 21902013;https://auto.ria.com/uk/auto_vaz_2190_31123523.html;4 800;128 592 грн;Київ
ВАЗ 210992003;https://auto.ria.com/uk/auto_vaz_21099_31108072.html;2 690;72 065 грн;Дніпро (Дніпропетровськ)
ВАЗ 21081991;https://auto.ria.com/uk/auto_vaz_2108_31123477.html;1 250;33 488 грн;Бердичів
ВАЗ 2107 GBO VPISAN2005;https://auto.ria.com/uk/auto_vaz_2107_31123457.html;1 890;50 633 грн;Конотоп
ВАЗ 21211989;https://auto.ria.com/uk/auto_vaz_2121_31123379.html;1 200;32 148 грн;Лисянка
ВАЗ 2114 Lux2013;https://auto.ria.com/uk/auto_vaz_2114_30436977.html;4 600;123 234 грн;Харків
ВАЗ 21211987;https://auto.ria.com/uk/auto_vaz_2121_31123340.html;1 700;45 543 грн;Захарівка (Фрунзівка)
ВАЗ 21081988;https://auto.ria.com/uk/auto_vaz_2108_31123274.html;1 400;37 506 грн;Бровари
ВАЗ 21081991;https://auto.ria.com/uk/auto_vaz_2108_31123249.html;1 050;28 130 грн;Кременчук
ВАЗ 21702010;https://auto.ria.com/uk/auto_vaz_2170_30868306.html;4 500;120 555 грн;Ромни
ВАЗ 210991992;https://auto.ria.com/uk/auto_vaz_21099_31123126.html;2 200;58 938 грн;Попасна
ВАЗ 21092000;https://auto.ria.com/uk/auto_vaz_2109_31123121.html;2 000;53 580 грн;Вінниця
ВАЗ 210992005;https://auto.ria.com/uk/auto_vaz_21099_31123082.html;2 600;69 654 грн;Бахмач
ВАЗ 212131996;https://auto.ria.com/uk/auto_vaz_21213_31122927.html;4 700;125 913 грн;Дніпро (Дніпропетровськ)
ВАЗ 21152006;https://auto.ria.com/uk/auto_vaz_2115_31122885.html;2 550;68 315 грн;Яремче
ВАЗ 210991997;https://auto.ria.com/uk/auto_vaz_21099_31122851.html;1 500;40 185 грн;Харків
ВАЗ 21102004;https://auto.ria.com/uk/auto_vaz_2110_31122827.html;1 950;52 241 грн;Стрий
ВАЗ 21122007;https://auto.ria.com/uk/auto_vaz_2112_31122739.html;3 000;80 370 грн;Кременчук
ВАЗ 2110 16V2005;https://auto.ria.com/uk/auto_vaz_2110_13459159.html;3 300;88 407 грн;Тернівка
ВАЗ 11182007;https://auto.ria.com/uk/auto_vaz_1118_31122706.html;2 500;66 975 грн;Косів
ВАЗ 21211984;https://auto.ria.com/uk/auto_vaz_2121_31111871.html;1 300;34 827 грн;Болград
ВАЗ 21071984;https://auto.ria.com/uk/auto_vaz_2107_31122640.html;900;24 111 грн;Дрогобич
ВАЗ 21061990;https://auto.ria.com/uk/auto_vaz_2106_31059178.html;850;22 772 грн;Старий Самбір
ВАЗ 21099 INGECTION2003;https://auto.ria.com/uk/auto_vaz_21099_31122592.html;1 650;44 204 грн;Тернопіль
ВАЗ 21112002;https://auto.ria.com/uk/auto_vaz_2111_29644284.html;2 000;53 580 грн;Одеса
ВАЗ 21152007;https://auto.ria.com/uk/auto_vaz_2115_31122541.html;2 850;76 352 грн;Болехів
ВАЗ 210991999;https://auto.ria.com/uk/auto_vaz_21099_31122564.html;2 500;66 975 грн;Мерефа
ВАЗ 21712010;https://auto.ria.com/uk/auto_vaz_2171_31122451.html;3 700;99 123 грн;Харків
ВАЗ 21081990;https://auto.ria.com/uk/auto_vaz_2108_31122557.html;1 800;48 222 грн;Шостка
ВАЗ 21061986;https://auto.ria.com/uk/auto_vaz_2106_31122465.html;1 600;42 864 грн;Львів
ВАЗ 21011979;https://auto.ria.com/uk/auto_vaz_2101_30618300.html;840;22 504 грн;Київ
ВАЗ 212132005;https://auto.ria.com/uk/auto_vaz_21213_31122419.html;3 700;99 123 грн;Луцьк
ВАЗ 21142006;https://auto.ria.com/uk/auto_vaz_2114_31122392.html;3 000;80 370 грн;Воловець
